route,suite,item_id,correct
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0130,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0131,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0132,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0133,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0134,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0135,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0136,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0137,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0138,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0139,true
anthropic/claude-opus-5,eval-reasoning-v2,reason2-0140,true
